type,timestamp,imu_quat,imu_gyro,imu_accel,imu_rpy,foot_force
StateB,1927,"[0.967265,-0.007501,0.013383,0.253306]","[-0.001035,0.010656,-0.010744]","[-0.150835,-0.093374,9.746795]",not_valid,not_valid
StateB,2342,"[0.967264,-0.007517,0.013389,0.253309]","[-0.024471,0.010722,0.016953]","[-0.035913,-0.071826,9.761160]",not_valid,not_valid
StateB,2525,"[0.967268,-0.007513,0.013390,0.253292]","[0.004282,0.007445,-0.010476]","[-0.050278,-0.086191,9.689334]",not_valid,not_valid
StateB,2821,"[0.967262,-0.007511,0.013379,0.253315]","[-0.004267,-0.002118,0.008398]","[-0.057461,-0.064643,9.753978]",not_valid,not_valid
StateB,4301,"[0.967265,-0.007518,0.013381,0.253305]","[-0.014877,0.012825,-0.011017]","[-0.229843,-0.129287,9.710882]",not_valid,not_valid
StateB,5335,"[0.967264,-0.007515,0.013374,0.253309]","[-0.005347,-0.007442,0.006319]","[-0.237026,-0.014365,9.689334]",not_valid,not_valid
StateB,7343,"[0.967264,-0.007509,0.013381,0.253309]","[0.007502,0.015958,0.003153]","[-0.150835,-0.071826,9.739613]",not_valid,not_valid
StateB,9223,"[0.967265,-0.007506,0.013369,0.253305]","[0.001041,-0.008525,-0.002242]","[-0.100556,-0.021548,9.768343]",not_valid,not_valid
StateB,11256,"[0.967267,-0.007508,0.013375,0.253298]","[-0.015931,0.017090,-0.015026]","[-0.208296,-0.107739,9.732430]",not_valid,not_valid
StateB,13329,"[0.967265,-0.007508,0.013370,0.253304]","[-0.002143,-0.004255,0.016891]","[-0.237026,-0.007183,9.775525]",not_valid,not_valid
StateB,15622,"[0.967264,-0.007489,0.013374,0.253310]","[0.011715,-0.001099,0.006192]","[-0.416591,-0.201113,9.775525]",not_valid,not_valid
StateB,17573,"[0.967263,-0.007500,0.013364,0.253312]","[0.002149,0.006386,0.007880]","[-0.409408,-0.043096,9.768343]",not_valid,not_valid
StateB,19560,"[0.967263,-0.007498,0.013370,0.253312]","[-0.003150,0.015988,0.010516]","[-0.459687,0.043096,9.797073]",not_valid,not_valid
StateB,21529,"[0.967262,-0.007499,0.013379,0.253315]","[-0.002091,0.013854,0.008842]","[-0.258574,-0.114922,9.768343]",not_valid,not_valid
StateB,24132,"[0.967260,-0.007495,0.013368,0.253325]","[-0.007457,0.000021,0.002033]","[-0.351948,-0.114922,9.775525]",not_valid,not_valid
StateB,25321,"[0.967260,-0.007508,0.013381,0.253322]","[0.002209,0.027691,-0.008620]","[-0.445322,-0.100556,9.710882]",not_valid,not_valid
StateB,27429,"[0.967257,-0.007500,0.013379,0.253335]","[-0.004252,0.003208,0.012766]","[-0.294487,-0.122104,9.804255]",not_valid,not_valid
StateB,29394,"[0.967255,-0.007499,0.013377,0.253344]","[0.006389,-0.001083,-0.002082]","[-0.409408,-0.122104,9.804255]",not_valid,not_valid
StateB,31451,"[0.967254,-0.007496,0.013375,0.253345]","[0.021323,0.006331,0.020838]","[-0.366313,-0.035913,9.703699]",not_valid,not_valid
StateB,33300,"[0.967254,-0.007504,0.013377,0.253346]","[-0.008516,0.002155,-0.010525]","[-0.380678,-0.064643,9.653421]",not_valid,not_valid
StateB,35411,"[0.967255,-0.007492,0.013368,0.253344]","[0.005323,-0.001080,0.003242]","[-0.366313,-0.086191,9.689334]",not_valid,not_valid
StateB,37568,"[0.967260,-0.007488,0.013372,0.253325]","[0.007463,0.002110,-0.006176]","[-0.373495,-0.014365,9.732430]",not_valid,not_valid
StateB,39731,"[0.967251,-0.007488,0.013367,0.253358]","[0.008525,0.001041,0.009945]","[-0.294487,0.000000,9.811439]",not_valid,not_valid
StateB,41472,"[0.967257,-0.007487,0.013369,0.253336]","[-0.014886,0.009630,-0.008211]","[-0.222661,-0.114922,9.797073]",not_valid,not_valid
StateB,43572,"[0.967259,-0.007484,0.013353,0.253331]","[-0.001105,-0.013845,0.001060]","[-0.093374,-0.136469,9.840169]",not_valid,not_valid
StateB,45510,"[0.967260,-0.007480,0.013357,0.253325]","[0.006419,0.009569,-0.008075]","[-0.272939,-0.136469,9.646238]",not_valid,not_valid
StateB,47631,"[0.967262,-0.007473,0.013354,0.253319]","[0.011712,-0.002164,-0.003107]","[-0.071826,-0.100556,9.761160]",not_valid,not_valid
StateB,49560,"[0.967263,-0.007469,0.013341,0.253315]","[-0.001095,-0.010650,-0.005237]","[-0.308852,-0.079009,9.847352]",not_valid,not_valid
StateB,51351,"[0.967263,-0.007468,0.013351,0.253315]","[-0.001004,0.021308,-0.001485]","[-0.323217,-0.100556,9.761160]",not_valid,not_valid
StateB,53266,"[0.967266,-0.007478,0.013348,0.253305]","[-0.017011,0.011766,0.003857]","[-0.373495,-0.057461,9.782708]",not_valid,not_valid
StateB,55333,"[0.967263,-0.007482,0.013351,0.253316]","[0.002131,-0.000006,0.009658]","[-0.323217,-0.136469,9.746795]",not_valid,not_valid
StateB,57296,"[0.967263,-0.007476,0.013347,0.253313]","[-0.007478,-0.007435,-0.003076]","[-0.308852,-0.079009,9.703699]",not_valid,not_valid
StateB,59461,"[0.967266,-0.007479,0.013351,0.253301]","[0.001093,0.009584,-0.012714]","[-0.330400,-0.129287,9.797073]",not_valid,not_valid
