type,timestamp,imu_quat,imu_gyro,imu_accel,imu_rpy,foot_force
StateB,358,"[0.966721,-0.008479,0.013453,0.255340]","[0.002150,0.006385,0.001797]","[-0.136469,-0.086191,9.782708]",not_valid,not_valid
StateB,1511,"[0.966719,-0.008483,0.013446,0.255344]","[0.001030,-0.011721,0.000793]","[-0.251391,-0.086191,9.768343]",not_valid,not_valid
StateB,3018,"[0.966718,-0.008488,0.013451,0.255349]","[-0.002059,0.023442,-0.014289]","[-0.222661,-0.071826,9.768343]",not_valid,not_valid
StateB,3540,"[0.966723,-0.008473,0.013446,0.255331]","[0.009587,-0.000029,-0.024313]","[-0.409408,-0.079009,9.725247]",not_valid,not_valid
StateB,3891,"[0.966720,-0.008478,0.013443,0.255341]","[-0.012783,0.000039,0.012951]","[-0.380678,-0.172383,9.775525]",not_valid,not_valid
StateB,4173,"[0.966721,-0.008488,0.013442,0.255337]","[0.000029,0.009587,0.004964]","[-0.502782,-0.050278,9.768343]",not_valid,not_valid
StateB,4970,"[0.966723,-0.008476,0.013447,0.255330]","[0.003234,0.012773,-0.007819]","[-0.416591,-0.064643,9.746795]",not_valid,not_valid
StateB,6941,"[0.966721,-0.008483,0.013438,0.255337]","[-0.008535,-0.004235,0.002841]","[0.000000,-0.086191,9.732430]",not_valid,not_valid
StateB,8530,"[0.966720,-0.008476,0.013445,0.255342]","[0.000042,0.013848,0.007155]","[-0.035913,-0.057461,9.718064]",not_valid,not_valid
StateB,10417,"[0.966716,-0.008479,0.013435,0.255360]","[-0.013871,-0.007415,-0.004119]","[-0.050278,-0.107739,9.746795]",not_valid,not_valid
StateB,12587,"[0.966720,-0.008485,0.013432,0.255343]","[0.006417,0.008503,-0.002426]","[-0.057461,-0.186748,9.797073]",not_valid,not_valid
StateB,14355,"[0.966718,-0.008487,0.013433,0.255349]","[0.004261,-0.000013,0.005077]","[-0.071826,-0.021548,9.739613]",not_valid,not_valid
StateB,16505,"[0.966717,-0.008474,0.013431,0.255353]","[-0.007405,0.017067,0.011438]","[-0.258574,-0.057461,9.689334]",not_valid,not_valid
StateB,18423,"[0.966722,-0.008473,0.013436,0.255336]","[0.013852,0.001023,-0.018390]","[-0.294487,-0.079009,9.854534]",not_valid,not_valid
StateB,20896,"[0.966720,-0.008475,0.013429,0.255342]","[-0.014904,0.003241,0.008104]","[-0.179565,-0.079009,9.639056]",not_valid,not_valid
StateB,23673,"[0.966722,-0.008471,0.013427,0.255337]","[-0.002124,0.002137,-0.016356]","[-0.258574,-0.100556,9.797073]",not_valid,not_valid
StateB,24764,"[0.966723,-0.008476,0.013430,0.255334]","[-0.006318,0.024520,-0.005767]","[-0.165200,-0.028730,9.818622]",not_valid,not_valid
StateB,26686,"[0.966719,-0.008477,0.013435,0.255346]","[0.004277,0.005313,0.011095]","[-0.100556,-0.100556,9.854534]",not_valid,not_valid
StateB,28696,"[0.966720,-0.008462,0.013423,0.255345]","[0.015917,-0.020289,-0.006977]","[-0.373495,-0.043096,9.768343]",not_valid,not_valid
StateB,30667,"[0.966722,-0.008471,0.013421,0.255337]","[-0.018071,0.012838,0.016678]","[-0.423774,0.000000,9.818622]",not_valid,not_valid
StateB,32812,"[0.966714,-0.008467,0.013419,0.255366]","[0.002137,0.002124,0.021419]","[-0.294487,-0.007183,9.739613]",not_valid,not_valid
StateB,34789,"[0.966715,-0.008474,0.013425,0.255362]","[0.005336,0.003180,0.001179]","[-0.481235,0.035913,9.739613]",not_valid,not_valid
StateB,37054,"[0.966718,-0.008471,0.013414,0.255351]","[-0.012783,0.000039,-0.010512]","[-0.538695,0.000000,9.840169]",not_valid,not_valid
StateB,38673,"[0.966721,-0.008471,0.013414,0.255342]","[0.001062,-0.001068,-0.003423]","[-0.474052,0.057461,9.854534]",not_valid,not_valid
StateB,40799,"[0.966718,-0.008474,0.013420,0.255351]","[-0.007424,0.010675,0.008040]","[-0.215478,-0.100556,9.818622]",not_valid,not_valid
StateB,43394,"[0.966723,-0.008474,0.013412,0.255334]","[0.003202,0.002121,-0.008403]","[-0.301669,-0.093374,9.804255]",not_valid,not_valid
StateB,44648,"[0.966720,-0.008488,0.013417,0.255342]","[-0.027593,0.034173,-0.009988]","[-0.351948,-0.129287,9.732430]",not_valid,not_valid
StateB,46674,"[0.966718,-0.008472,0.013424,0.255351]","[0.013816,-0.010695,0.002621]","[-0.272939,-0.229843,9.624691]",not_valid,not_valid
StateB,48458,"[0.966720,-0.008474,0.013414,0.255346]","[-0.002153,-0.007450,0.009755]","[-0.244209,-0.215478,9.610326]",not_valid,not_valid
StateB,50459,"[0.966720,-0.008477,0.013405,0.255343]","[-0.023400,0.011789,0.005141]","[-0.208296,-0.165200,9.732430]",not_valid,not_valid
StateB,52685,"[0.966721,-0.008484,0.013409,0.255342]","[0.003218,0.007447,-0.002316]","[-0.150835,-0.122104,9.804255]",not_valid,not_valid
StateB,54503,"[0.966717,-0.008471,0.013389,0.255357]","[-0.000029,-0.009587,0.015814]","[-0.193930,-0.064643,9.761160]",not_valid,not_valid
StateB,56473,"[0.966718,-0.008487,0.013388,0.255351]","[-0.013829,0.006434,-0.007765]","[-0.323217,-0.129287,9.818622]",not_valid,not_valid
StateB,58479,"[0.966714,-0.008479,0.013378,0.255368]","[-0.005326,0.000016,0.021900]","[-0.308852,-0.122104,9.674969]",not_valid,not_valid
StateB,60480,"[0.966722,-0.008474,0.013370,0.255339]","[-0.002118,0.004267,-0.020626]","[-0.380678,-0.150835,9.768343]",not_valid,not_valid
StateB,62558,"[0.966718,-0.008477,0.013384,0.255355]","[0.004296,0.011705,0.011011]","[-0.459687,-0.071826,9.832987]",not_valid,not_valid
StateB,64590,"[0.966717,-0.008475,0.013378,0.255356]","[0.000006,0.002131,0.003237]","[-0.165200,-0.129287,9.811439]",not_valid,not_valid
StateB,66388,"[0.966722,-0.008471,0.013375,0.255337]","[0.003205,0.003186,0.012990]","[-0.172383,-0.179565,9.911995]",not_valid,not_valid
StateB,68384,"[0.966722,-0.008474,0.013385,0.255337]","[0.000053,0.018109,0.024464]","[-0.150835,-0.107739,9.818622]",not_valid,not_valid
StateB,70386,"[0.966721,-0.008465,0.013369,0.255342]","[0.006357,-0.011737,-0.017081]","[-0.150835,-0.122104,9.818622]",not_valid,not_valid
StateB,72712,"[0.966721,-0.008459,0.013372,0.255345]","[-0.002087,0.014920,-0.001462]","[-0.136469,-0.136469,9.883265]",not_valid,not_valid
StateB,74498,"[0.966714,-0.008450,0.013366,0.255369]","[0.010615,-0.012815,0.013020]","[-0.186748,-0.143652,9.775525]",not_valid,not_valid
StateB,76548,"[0.966714,-0.008459,0.013364,0.255370]","[-0.011690,0.009622,0.010694]","[-0.050278,-0.028730,9.761160]",not_valid,not_valid
StateB,78551,"[0.966711,-0.008447,0.013347,0.255383]","[0.007410,-0.016001,0.007906]","[-0.050278,0.000000,9.761160]",not_valid,not_valid
StateB,80470,"[0.966710,-0.008458,0.013353,0.255386]","[-0.013789,0.020280,0.010060]","[-0.057461,-0.050278,9.789890]",not_valid,not_valid
StateB,83323,"[0.966708,-0.008454,0.013354,0.255394]","[0.018097,-0.004314,0.004344]","[-0.107739,-0.021548,9.789890]",not_valid,not_valid
StateB,84530,"[0.966706,-0.008450,0.013344,0.255403]","[-0.002140,-0.003190,0.017053]","[-0.158017,-0.021548,9.746795]",not_valid,not_valid
StateB,86664,"[0.966706,-0.008450,0.013339,0.255403]","[-0.002115,0.005332,0.014627]","[-0.179565,-0.028730,9.782708]",not_valid,not_valid
StateB,88667,"[0.966699,-0.008447,0.013346,0.255428]","[0.010686,0.011687,0.012353]","[-0.079009,0.007183,9.782708]",not_valid,not_valid
StateB,90587,"[0.966694,-0.008444,0.013346,0.255447]","[-0.002097,0.011724,0.029974]","[-0.086191,-0.114922,9.725247]",not_valid,not_valid
StateB,92434,"[0.966687,-0.008446,0.013351,0.255475]","[-0.005289,0.012799,0.022517]","[-0.122104,-0.086191,9.782708]",not_valid,not_valid
StateB,94429,"[0.966683,-0.008450,0.013347,0.255488]","[-0.017023,0.007506,0.003845]","[-0.122104,-0.107739,9.753978]",not_valid,not_valid
StateB,96385,"[0.966681,-0.008443,0.013342,0.255496]","[0.008501,-0.007481,0.016035]","[-0.395043,-0.050278,9.761160]",not_valid,not_valid
StateB,98381,"[0.966677,-0.008438,0.013349,0.255510]","[0.003226,0.010643,0.007200]","[-0.387861,0.007183,9.854534]",not_valid,not_valid
StateB,100375,"[0.966669,-0.008437,0.013344,0.255541]","[-0.005326,0.000015,0.010349]","[-0.244209,-0.057461,9.725247]",not_valid,not_valid
StateB,102439,"[0.966672,-0.008431,0.013344,0.255529]","[0.010671,0.006361,0.011540]","[-0.301669,-0.035913,9.768343]",not_valid,not_valid
StateB,104393,"[0.966670,-0.008436,0.013352,0.255536]","[-0.007390,0.023457,-0.002033]","[-0.280122,0.000000,9.768343]",not_valid,not_valid
StateB,106625,"[0.966663,-0.008436,0.013356,0.255563]","[-0.007454,0.001087,0.008497]","[-0.265756,-0.028730,9.775525]",not_valid,not_valid
StateB,108490,"[0.966662,-0.008433,0.013357,0.255567]","[0.005329,0.001050,0.017728]","[-0.265756,-0.035913,9.660604]",not_valid,not_valid
StateB,110638,"[0.966659,-0.008426,0.013364,0.255578]","[0.012823,0.013812,0.004261]","[-0.380678,0.014365,9.732430]",not_valid,not_valid
StateB,112481,"[0.966657,-0.008419,0.013358,0.255588]","[-0.003205,-0.003187,-0.003045]","[-0.624887,0.043096,9.732430]",not_valid,not_valid
StateB,114605,"[0.966655,-0.008430,0.013355,0.255596]","[-0.024464,0.012854,0.023587]","[-0.438139,0.064643,9.775525]",not_valid,not_valid
StateB,116541,"[0.966652,-0.008430,0.013362,0.255604]","[-0.008463,0.020265,-0.006245]","[-0.351948,0.114922,9.674969]",not_valid,not_valid
StateB,118738,"[0.966654,-0.008425,0.013357,0.255598]","[0.011684,-0.011752,-0.003311]","[-0.452504,-0.007183,9.761160]",not_valid,not_valid
StateB,120584,"[0.966654,-0.008433,0.013357,0.255597]","[-0.002065,0.022377,-0.011772]","[-0.445322,-0.028730,9.811439]",not_valid,not_valid
StateB,123020,"[0.966657,-0.008427,0.013360,0.255586]","[-0.007454,0.001087,0.003230]","[-0.193930,-0.107739,9.804255]",not_valid,not_valid
StateB,124488,"[0.966655,-0.008437,0.013375,0.255594]","[-0.004173,0.029840,0.004122]","[-0.387861,0.093374,9.825804]",not_valid,not_valid
StateB,126651,"[0.966656,-0.008434,0.013368,0.255590]","[-0.005336,-0.003180,0.003078]","[-0.395043,-0.079009,9.746795]",not_valid,not_valid
StateB,128463,"[0.966655,-0.008422,0.013380,0.255593]","[0.021369,0.021241,0.008078]","[-0.316035,0.007183,9.725247]",not_valid,not_valid
StateB,130585,"[0.966651,-0.008436,0.013387,0.255609]","[-0.005304,0.007473,0.003229]","[-0.466869,-0.093374,9.761160]",not_valid,not_valid
StateB,132381,"[0.966655,-0.008424,0.013385,0.255594]","[0.012783,-0.000039,0.000831]","[-0.495600,-0.050278,9.804255]",not_valid,not_valid
StateB,134633,"[0.966658,-0.008416,0.013390,0.255582]","[-0.008525,-0.001040,-0.002712]","[-0.373495,-0.057461,9.797073]",not_valid,not_valid
StateB,136474,"[0.966659,-0.008421,0.013385,0.255579]","[-0.007473,-0.005304,-0.011890]","[-0.337582,-0.100556,9.753978]",not_valid,not_valid
StateB,138621,"[0.966663,-0.008417,0.013385,0.255562]","[0.010659,0.002098,0.003354]","[-0.265756,0.000000,9.646238]",not_valid,not_valid
StateB,140682,"[0.966665,-0.008416,0.013386,0.255556]","[-0.010588,0.021338,-0.012625]","[-0.244209,-0.093374,9.797073]",not_valid,not_valid
