type,timestamp,imu_quat,imu_gyro,imu_accel,imu_rpy,foot_force
StateB,192,"[0.970202,-0.007409,0.015637,0.241680]","[0.004286,0.009576,0.006336]","[-0.316035,-0.093374,9.868899]",not_valid,not_valid
StateB,1968,"[0.970205,-0.007410,0.015651,0.241665]","[0.002180,0.019169,-0.003699]","[-0.229843,0.000000,9.804255]",not_valid,not_valid
StateB,2180,"[0.970200,-0.007417,0.015641,0.241684]","[-0.013854,-0.002094,0.014138]","[-0.251391,-0.114922,9.897630]",not_valid,not_valid
StateB,2338,"[0.970204,-0.007409,0.015636,0.241672]","[-0.008525,-0.001043,-0.007883]","[-0.387861,-0.158017,9.768343]",not_valid,not_valid
StateB,2487,"[0.970207,-0.007420,0.015637,0.241659]","[0.003262,0.025558,-0.010010]","[-0.272939,-0.129287,9.660604]",not_valid,not_valid
StateB,4020,"[0.970207,-0.007417,0.015635,0.241657]","[0.001043,-0.008525,-0.003619]","[-0.186748,-0.035913,9.718064]",not_valid,not_valid
StateB,5868,"[0.970208,-0.007425,0.015621,0.241657]","[-0.014914,0.000039,-0.011195]","[-0.265756,0.021548,9.703699]",not_valid,not_valid
StateB,7499,"[0.970209,-0.007429,0.015624,0.241650]","[-0.005285,0.015993,0.008587]","[-0.294487,-0.129287,9.768343]",not_valid,not_valid
StateB,9414,"[0.970209,-0.007422,0.015621,0.241653]","[0.014905,-0.003234,-0.002030]","[-0.222661,-0.035913,9.746795]",not_valid,not_valid
StateB,11318,"[0.970208,-0.007444,0.015626,0.241656]","[-0.016997,0.018153,0.002972]","[-0.272939,-0.122104,9.732430]",not_valid,not_valid
StateB,13312,"[0.970203,-0.007430,0.015632,0.241675]","[0.013857,0.003160,0.000166]","[-0.316035,-0.107739,9.682152]",not_valid,not_valid
StateB,15450,"[0.970204,-0.007435,0.015625,0.241670]","[-0.007451,0.002150,-0.003456]","[-0.114922,-0.007183,9.782708]",not_valid,not_valid
StateB,17391,"[0.970203,-0.007431,0.015630,0.241675]","[-0.001063,0.001068,-0.001325]","[-0.136469,-0.114922,9.732430]",not_valid,not_valid
