type,timestamp,imu_quat,imu_gyro,imu_accel,imu_rpy,foot_force
StateB,1444,"[0.967658,-0.007583,0.014901,0.251712]","[-0.001251,0.012766,-0.007555]","[-0.079009,-0.114922,9.804255]",not_valid,not_valid
StateB,2158,"[0.967659,-0.007585,0.014894,0.251709]","[-0.000894,-0.011732,0.008727]","[-0.244209,-0.086191,9.775525]",not_valid,not_valid
StateB,2463,"[0.967661,-0.007588,0.014903,0.251701]","[-0.000249,0.017042,0.005457]","[-0.294487,-0.136469,9.797073]",not_valid,not_valid
StateB,3222,"[0.967660,-0.007597,0.014890,0.251705]","[-0.011717,-0.000171,0.004355]","[-0.172383,-0.086191,9.753978]",not_valid,not_valid
StateB,3524,"[0.967666,-0.007584,0.014883,0.251682]","[0.015006,-0.006173,-0.009332]","[-0.287304,0.014365,9.775525]",not_valid,not_valid
StateB,4387,"[0.967664,-0.007585,0.014886,0.251689]","[-0.005528,0.013769,-0.010556]","[-0.186748,-0.086191,9.818622]",not_valid,not_valid
StateB,5679,"[0.967661,-0.007595,0.014890,0.251699]","[-0.004307,0.003133,0.006179]","[-0.251391,0.021548,9.804255]",not_valid,not_valid
StateB,7764,"[0.967660,-0.007605,0.014893,0.251705]","[-0.011872,0.010481,0.014701]","[-0.237026,-0.100556,9.911995]",not_valid,not_valid
StateB,9649,"[0.967661,-0.007594,0.014891,0.251700]","[-0.002239,0.007425,0.016991]","[-0.229843,-0.122104,9.725247]",not_valid,not_valid
StateB,11631,"[0.967659,-0.007592,0.014896,0.251707]","[0.014835,0.005543,-0.008181]","[-0.158017,-0.071826,9.818622]",not_valid,not_valid
StateB,13750,"[0.967666,-0.007598,0.014902,0.251681]","[-0.004432,0.011654,-0.008524]","[-0.272939,-0.071826,9.818622]",not_valid,not_valid
StateB,15771,"[0.967663,-0.007609,0.014892,0.251691]","[-0.017136,0.006142,0.008542]","[-0.373495,-0.071826,9.689334]",not_valid,not_valid
StateB,17741,"[0.967660,-0.007621,0.014903,0.251701]","[-0.003398,0.013800,0.008553]","[-0.222661,-0.035913,9.746795]",not_valid,not_valid
StateB,19856,"[0.967662,-0.007619,0.014908,0.251695]","[0.005124,0.013925,-0.012821]","[-0.366313,0.014365,9.782708]",not_valid,not_valid
StateB,23261,"[0.967662,-0.007624,0.014901,0.251695]","[-0.010838,0.012626,-0.008994]","[-0.165200,-0.122104,9.739613]",not_valid,not_valid
StateB,24658,"[0.967661,-0.007630,0.014904,0.251697]","[0.000816,0.017058,-0.010060]","[-0.093374,-0.129287,9.660604]",not_valid,not_valid
StateB,25855,"[0.967662,-0.007630,0.014901,0.251696]","[-0.012906,0.008334,0.008788]","[-0.481235,-0.028730,9.703699]",not_valid,not_valid
StateB,27729,"[0.967662,-0.007624,0.014899,0.251694]","[0.003180,0.001112,-0.007171]","[-0.409408,0.000000,9.789890]",not_valid,not_valid
StateB,29651,"[0.967655,-0.007622,0.014899,0.251723]","[-0.000062,0.004261,0.012557]","[-0.452504,-0.014365,9.789890]",not_valid,not_valid
