type,timestamp,imu_quat,imu_gyro,imu_accel,imu_rpy,foot_force
StateB,1273,"[0.968176,-0.007295,0.014097,0.249766]","[0.003967,0.020300,0.012715]","[-0.258574,-0.100556,9.768343]",not_valid,not_valid
StateB,3171,"[0.968179,-0.007301,0.014089,0.249755]","[-0.008428,-0.006515,-0.007506]","[-0.323217,-0.122104,9.710882]",not_valid,not_valid
StateB,3464,"[0.968173,-0.007309,0.014091,0.249777]","[-0.013940,0.006190,0.012137]","[-0.172383,0.021548,9.746795]",not_valid,not_valid
StateB,4474,"[0.968179,-0.007298,0.014099,0.249754]","[0.011376,0.023604,-0.014973]","[-0.158017,-0.165200,9.847352]",not_valid,not_valid
StateB,6570,"[0.968178,-0.007303,0.014099,0.249757]","[0.001019,0.003211,0.004179]","[-0.229843,-0.136469,9.775525]",not_valid,not_valid
StateB,8260,"[0.968178,-0.007299,0.014094,0.249760]","[-0.007580,0.008413,0.010570]","[-0.100556,-0.107739,9.782708]",not_valid,not_valid
StateB,10214,"[0.968177,-0.007293,0.014091,0.249765]","[0.018092,0.001328,0.009410]","[-0.193930,-0.122104,9.768343]",not_valid,not_valid
StateB,12289,"[0.968177,-0.007288,0.014101,0.249762]","[-0.000294,0.020238,-0.008642]","[-0.251391,-0.093374,9.689334]",not_valid,not_valid
StateB,14191,"[0.968172,-0.007304,0.014098,0.249781]","[-0.011701,-0.001235,0.008188]","[-0.129287,-0.035913,9.804255]",not_valid,not_valid
StateB,16218,"[0.968170,-0.007300,0.014100,0.249789]","[-0.005604,0.019096,0.000354]","[-0.287304,-0.079009,9.753978]",not_valid,not_valid
StateB,18199,"[0.968177,-0.007310,0.014097,0.249761]","[-0.010636,-0.001220,-0.012783]","[-0.351948,-0.114922,9.710882]",not_valid,not_valid
StateB,20257,"[0.968175,-0.007291,0.014103,0.249770]","[0.016733,0.021551,0.007457]","[-0.359130,-0.100556,9.703699]",not_valid,not_valid
StateB,22233,"[0.968174,-0.007296,0.014095,0.249775]","[-0.014866,-0.003412,0.007442]","[-0.237026,-0.064643,9.782708]",not_valid,not_valid
StateB,24297,"[0.968171,-0.007287,0.014096,0.249786]","[0.011547,0.011887,0.013152]","[-0.208296,-0.122104,9.811439]",not_valid,not_valid
StateB,26494,"[0.968169,-0.007290,0.014104,0.249794]","[-0.005496,0.011639,-0.005006]","[-0.093374,-0.165200,9.746795]",not_valid,not_valid
StateB,28715,"[0.968172,-0.007295,0.014104,0.249782]","[-0.005480,0.010574,-0.006182]","[-0.380678,-0.086191,9.732430]",not_valid,not_valid
StateB,30559,"[0.968174,-0.007286,0.014089,0.249776]","[-0.006174,-0.015005,0.004035]","[-0.244209,-0.136469,9.883265]",not_valid,not_valid
StateB,32675,"[0.968174,-0.007295,0.014089,0.249775]","[0.000941,0.008537,0.002851]","[-0.265756,-0.129287,9.804255]",not_valid,not_valid
StateB,34504,"[0.968168,-0.007295,0.014093,0.249800]","[-0.004384,0.008459,0.010726]","[-0.043096,-0.064643,9.710882]",not_valid,not_valid
StateB,36583,"[0.968173,-0.007284,0.014093,0.249778]","[0.009447,0.009725,-0.026559]","[-0.294487,-0.229843,9.897630]",not_valid,not_valid
StateB,38665,"[0.968178,-0.007286,0.014090,0.249758]","[0.006329,0.004354,0.012152]","[-0.373495,-0.136469,9.911995]",not_valid,not_valid
StateB,40704,"[0.968174,-0.007275,0.014096,0.249773]","[0.020161,0.005619,-0.009929]","[-0.466869,-0.064643,9.883265]",not_valid,not_valid
StateB,43483,"[0.968175,-0.007292,0.014084,0.249770]","[-0.026613,-0.001452,0.018066]","[-0.330400,-0.021548,9.753978]",not_valid,not_valid
StateB,44551,"[0.968176,-0.007294,0.014096,0.249768]","[0.009277,0.021442,-0.009133]","[-0.423774,0.014365,9.588778]",not_valid,not_valid
StateB,46346,"[0.968175,-0.007302,0.014103,0.249769]","[-0.020377,0.009292,0.005442]","[-0.445322,-0.035913,9.603143]",not_valid,not_valid
StateB,48397,"[0.968170,-0.007292,0.014101,0.249788]","[0.018015,0.006653,0.009455]","[-0.193930,0.136469,9.610326]",not_valid,not_valid
StateB,50204,"[0.968171,-0.007310,0.014104,0.249784]","[-0.020253,0.000772,0.005203]","[-0.272939,-0.079009,9.718064]",not_valid,not_valid
StateB,52270,"[0.968171,-0.007302,0.014103,0.249785]","[-0.001158,0.006375,0.000942]","[-0.423774,-0.222661,9.768343]",not_valid,not_valid
StateB,54445,"[0.968172,-0.007295,0.014099,0.249784]","[-0.002007,-0.008552,-0.006919]","[-0.495600,-0.186748,9.847352]",not_valid,not_valid
